,x,x,R,R,H,H,mu,mu,syn_H,syn_H
904,1.1066061312373634,1.1595501203056693,0.1392319324636687,0.1456647227625926,0.0064075444466174,0.2945599171653268,-0.00031335933430995443,-0.00036765245956220746,8.928276375664761e-07,8.392516091511929e-05
914,1.1037894617217494,1.1555978523589705,0.1394727558237938,0.1458740544407883,0.0064326320282146,0.2960755974896217,-0.0002551817727286868,-0.0003420106690775561,8.672677154488818e-07,5.030701923452607e-05
924,1.1013518376420612,1.1521681649950275,0.1399194768162223,0.1459025415688363,0.0064535361441406,0.2970760337179299,-0.00022133018680996642,-0.00029767246380720853,6.620492322325017e-07,1.1612267935930356e-05
934,1.0995001828897426,1.1492411892787004,0.1403435869640801,0.1457188804988677,0.0064731812726331,0.2974755757919239,-0.0001684087716522295,-0.00025468767945605156,8.743723424436491e-07,-3.580915669389707e-05
944,1.0978743555135833,1.1467777014205367,0.1404750949086411,0.1455259731815436,0.0064920281708892,0.2972427562586305,-0.0001480886558643399,-0.0002148182559804029,9.232940999495915e-07,-8.713512383162745e-05
954,1.0964614418255034,1.144783825457099,0.1404268115099064,0.145531053478482,0.0065108107713102,0.2962550653682598,-0.0001288612288752685,-0.0001741705219010729,1.0392689651346746e-06,-0.000150367988388097
964,1.0953135636252265,1.1432540447629056,0.1405626529762287,0.1454556499411258,0.0065246287066965,0.2947564406897685,-0.00010479904918530817,-0.00013380934020755292,6.980186538810235e-07,-0.00018930363269975688
974,1.0943396245250878,1.142030575772046,0.1404307952636277,0.1452559783454403,0.0065400075186405,0.2927821154031965,-8.899788313534896e-05,-0.00010713101880241488,9.558343695517093e-07,-0.0002287985749674694
984,1.093214787009375,1.1409188412766162,0.1400433276725607,0.1453988424456009,0.0065498684985506,0.2905255368744671,-0.00010289263638575906,-9.74420313881145e-05,3.1216475321406227e-07,-0.0002539672513561109
994,1.092190236217162,1.139971552672664,0.1398822258257078,0.1451424796156777,0.006561276238929,0.2880326301359014,-9.380699059913137e-05,-8.309756517444707e-05,5.252804593765518e-07,-0.0002732254841116525
1004,1.0912693821772927,1.1391271976925692,0.1396827964463523,0.1446056851639579,0.0065690389219663,0.2856112362333579,-8.438375115336048e-05,-7.412297606492546e-05,2.2194815802205932e-07,-0.0002633097450815523
1014,1.0902296658354769,1.1383171522368778,0.1393832639409928,0.1442137388156394,0.0065759989767085,0.2832163451469981,-9.536672633275946e-05,-7.11616665091632e-05,6.887397944371306e-08,-0.000259643255739271
1024,1.0891183863083316,1.1374914188309135,0.1392038007474504,0.143955656740631,0.0065830746844453,0.2810034435608559,-0.0001020347779557811,-7.259249540650834e-05,3.586820998632056e-08,-0.00024168889980012798
1034,1.088012746544759,1.1366785521279312,0.1392845809102611,0.143753945632838,0.0065951063328235,0.2791317029593319,-0.00010162011126098424,-7.151245191180663e-05,5.32969398500465e-07,-0.0002071354526373407
1044,1.0869306373410912,1.1359514080983215,0.1390977636772536,0.1437927436210792,0.0066076279732644,0.2776068120804491,-9.955641753875187e-05,-6.401189561682192e-05,5.943322746429205e-07,-0.00017025922616569248
1054,1.085710293417376,1.135179257439754,0.1392803056558557,0.144206761789129,0.0066242504568748,0.276406373497676,-0.00011240051154660563,-6.802015219244753e-05,9.176792210744345e-07,-0.0001388450618695822
1064,1.0844879894211623,1.1343931821104702,0.1397400839961913,0.144563488855109,0.0066438740265204,0.2754604552248922,-0.00011270793297268213,-6.929478611826698e-05,1.2135396560999602e-06,-0.00011367980060722793
1074,1.083280390813649,1.1336294337677095,0.1401709036776872,0.1448003417959007,0.0066599713806874,0.2747316715396327,-0.00011147608853200691,-6.737195771481846e-05,8.673078574458644e-07,-9.138757908384217e-05
1084,1.081935170153655,1.1328389809525663,0.1405403995270375,0.1449268882134166,0.006675976705757,0.2742612467470671,-0.00012433468262270628,-6.97762725712848e-05,7.704770620531302e-07,-6.61794067653231e-05
1094,1.080612559823658,1.1318937545449952,0.140756624722919,0.1449145564312016,0.0066933330049753,0.2740061954328099,-0.0001223944991175065,-8.35084038387575e-05,9.164027812593667e-07,-4.83869514482428e-05
